parametri,Profitto Netto,totale
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.6000000000000003}",2112.59999999991,277
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 0.8000000000000003}",2104.8000000001152,506
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 0.5000000000000001}",2099.9999999999577,405
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 0.8000000000000003}",2098.199999999944,527
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.2000000000000004}",2089.7999999998146,356
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 1.8000000000000005}",2088.6000000000327,240
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 2.9000000000000012}",2084.9999999999623,200
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 0.9000000000000001}",2076.0000000000546,372
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 0.4000000000000001}",2071.8000000000466,526
"{""perditaMassima"": 1.6000000000000003, ""vincitaMassima"": 0.2}",2069.999999999955,492
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 1.1000000000000003}",2063.9999999999336,377
"{""perditaMassima"": 0.2, ""vincitaMassima"": 1.0000000000000002}",2063.400000000076,528
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 2.9000000000000012}",2059.1999999999825,185
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.7000000000000004}",2049.59999999996,300
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 2.9000000000000012}",2030.999999999999,124
"{""perditaMassima"": 0.2, ""vincitaMassima"": 0.8000000000000003}",2027.4000000001079,522
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 0.7000000000000002}",2021.9999999999245,516
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 0.30000000000000004}",2013.600000000059,510
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 1.0000000000000002}",2008.1999999999266,533
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 0.6000000000000001}",2002.800000000026,529
"{""perditaMassima"": 0.2, ""vincitaMassima"": 0.9000000000000001}",1982.4000000000985,529
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 0.5000000000000001}",1975.800000000028,387
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 0.2}",1975.1999999999375,440
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 0.5000000000000001}",1969.800000000073,524
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 0.9000000000000001}",1964.9999999999611,538
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 2.000000000000001}",1953.5999999999867,217
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 0.30000000000000004}",1952.4000000001392,523
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 0.8000000000000003}",1947.6000000000531,509
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 0.6000000000000001}",1947.599999999884,393
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 1.2000000000000004}",1941.599999999904,353
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 0.9000000000000001}",1933.2000000000955,357
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 1.0000000000000002}",1928.3999999999937,372
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 2.1000000000000005}",1920.6000000000045,251
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 0.7000000000000002}",1917.59999999985,530
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 0.9000000000000001}",1914.5999999999256,526
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 0.4000000000000001}",1912.199999999972,526
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 0.8000000000000003}",1909.800000000052,341
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 0.4000000000000001}",1907.400000000086,407
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.2000000000000004}",1892.3999999999514,339
"{""perditaMassima"": 0.2, ""vincitaMassima"": 0.7000000000000002}",1881.0000000000266,524
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.8000000000000005}",1857.6000000000045,235
"{""perditaMassima"": 1.4000000000000004, ""vincitaMassima"": 0.2}",1854.599999999884,499
"{""perditaMassima"": 1.2000000000000004, ""vincitaMassima"": 0.2}",1847.4000000000106,517
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 0.5000000000000001}",1818.599999999993,403
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 2.000000000000001}",1816.7999999999652,225
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 2.200000000000001}",1806.599999999913,268
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 0.6000000000000001}",1787.399999999876,403
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 0.7000000000000002}",1786.1999999999769,511
"{""perditaMassima"": 2.000000000000001, ""vincitaMassima"": 0.7000000000000002}",1765.1999999998804,380
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 0.30000000000000004}",1759.8000000001662,433
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 0.6000000000000001}",1756.8000000000038,516
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.5000000000000004}",1746.599999999955,289
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 0.7000000000000002}",1743.599999999944,371
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.3000000000000003}",1731.6000000001122,320
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 2.000000000000001}",1726.1999999999439,228
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.0000000000000002}",1723.8000000000698,372
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 0.7000000000000002}",1723.1999999999184,373
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.1000000000000003}",1720.800000000012,370
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 0.7000000000000002}",1701.599999999887,522
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.6000000000000003}",1694.3999999998823,279
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.7000000000000004}",1684.1999999999935,142
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.6000000000000003}",1676.9999999999354,154
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.2000000000000004}",1669.799999999991,159
"{""perditaMassima"": 1.8000000000000005, ""vincitaMassima"": 2.9000000000000012}",1668.5999999999653,131
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.4000000000000004}",1667.3999999999755,154
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 0.9000000000000001}",1662.599999999987,356
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 0.6000000000000001}",1657.1999999999566,395
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 2.000000000000001}",1642.8000000000397,201
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 0.8000000000000003}",1639.8000000001189,332
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 2.000000000000001}",1604.4000000000185,207
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 2.000000000000001}",1603.7999999999874,245
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.1000000000000003}",1603.199999999853,361
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.0000000000000002}",1585.200000000038,358
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 0.4000000000000001}",1584.6000000001195,519
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 0.30000000000000004}",1584.6000000000063,530
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 0.7000000000000002}",1575.599999999817,362
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 0.30000000000000004}",1560.0000000000418,518
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.1000000000000003}",1554.5999999999808,351
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 0.5000000000000001}",1543.8000000000425,516
"{""perditaMassima"": 1.1000000000000003, ""vincitaMassima"": 0.2}",1540.199999999979,511
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 0.5000000000000001}",1531.799999999958,406
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.9000000000000006}",1530.6000000000686,209
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 0.6000000000000001}",1519.1999999999557,509
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 0.6000000000000001}",1518.5999999999208,390
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 0.5000000000000001}",1486.7999999999406,401
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 0.8000000000000003}",1480.7999999999852,512
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.9000000000000006}",1453.2000000000219,250
"{""perditaMassima"": 0.9000000000000001, ""vincitaMassima"": 0.2}",1442.9999999999004,509
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.0000000000000002}",1438.1999999999198,357
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 2.1000000000000005}",1412.4000000000055,131
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 0.30000000000000004}",1399.8000000000816,514
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 0.2}",1388.3999999998196,438
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 0.4000000000000001}",1387.200000000079,510
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 0.4000000000000001}",1370.400000000006,410
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 0.8000000000000003}",1367.4000000000851,330
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 0.7000000000000002}",1358.3999999998514,346
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.9000000000000006}",1351.2000000000457,211
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 0.30000000000000004}",1318.8000000001439,517
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 0.6000000000000001}",1315.1999999998802,518
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 2.000000000000001}",1310.9999999999427,207
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.6000000000000003}",1306.1999999999407,272
"{""perditaMassima"": 0.2, ""vincitaMassima"": 0.6000000000000001}",1285.800000000041,518
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 0.8000000000000003}",1285.2000000001417,336
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 0.9000000000000001}",1278.000000000018,331
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.4000000000000004}",1268.4000000000062,282
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 0.5000000000000001}",1264.799999999911,517
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 2.000000000000001}",1259.999999999964,200
"{""perditaMassima"": 2.200000000000001, ""vincitaMassima"": 1.8000000000000005}",1255.2000000000885,208
"{""perditaMassima"": 2.1000000000000005, ""vincitaMassima"": 1.8000000000000005}",1246.8000000000661,214
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.9000000000000006}",1244.9999999999986,229
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.3000000000000003}",1234.2000000000476,308
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.5000000000000004}",1227.5999999999299,280
"{""perditaMassima"": 1.0000000000000002, ""vincitaMassima"": 0.2}",1224.5999999999322,508
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 0.6000000000000001}",1187.99999999991,513
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 0.5000000000000001}",1181.999999999991,504
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 0.5000000000000001}",1144.7999999999438,510
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 0.4000000000000001}",1131.0000000000246,503
"{""perditaMassima"": 0.2, ""vincitaMassima"": 0.5000000000000001}",1126.8000000000625,515
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 0.4000000000000001}",1124.999999999934,511
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 0.7000000000000002}",1055.399999999838,363
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.7000000000000004}",1044.5999999999076,279
"{""perditaMassima"": 0.2, ""vincitaMassima"": 0.4000000000000001}",1039.8000000000798,510
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 0.4000000000000001}",1032.6000000000301,407
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 0.4000000000000001}",1031.9999999999718,509
"{""perditaMassima"": 0.7000000000000002, ""vincitaMassima"": 0.2}",1013.4000000000203,509
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.9000000000000006}",1012.7999999999664,219
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.9000000000000006}",1009.7999999999906,204
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 0.30000000000000004}",1008.000000000076,428
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 2.000000000000001}",993.6000000000436,241
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 0.7000000000000002}",956.3999999999352,342
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.2000000000000004}",926.9999999998737,319
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.2000000000000004}",922.1999999998849,301
"{""perditaMassima"": 2.3000000000000007, ""vincitaMassima"": 1.8000000000000005}",918.5999999999873,218
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 0.7000000000000002}",900.5999999999234,331
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.6000000000000003}",885.5999999999802,263
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.7000000000000004}",884.399999999951,264
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.3000000000000003}",840.6000000000296,289
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.9000000000000006}",820.199999999971,233
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 0.30000000000000004}",788.4000000000939,504
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.8000000000000005}",759.6000000000108,206
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.6000000000000003}",741.0000000000049,269
"{""perditaMassima"": 0.8000000000000003, ""vincitaMassima"": 0.2}",733.1999999998767,514
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.8000000000000005}",726.0000000001006,260
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.3000000000000003}",704.4000000001299,298
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 0.30000000000000004}",690.6000000000546,422
"{""perditaMassima"": 0.2, ""vincitaMassima"": 0.30000000000000004}",684.0000000000847,506
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.0000000000000002}",652.7999999999591,331
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.4000000000000004}",651.0000000000642,269
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 0.2}",644.999999999898,505
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 2.1000000000000005}",614.3999999999949,249
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 0.9000000000000001}",594.600000000106,320
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.4000000000000004}",591.6000000000334,275
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.5000000000000004}",580.2000000000266,276
"{""perditaMassima"": 0.2, ""vincitaMassima"": 0.2}",568.2000000000538,505
"{""perditaMassima"": 0.30000000000000004, ""vincitaMassima"": 0.30000000000000004}",557.99999999994,504
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.5000000000000004}",556.1999999999554,279
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.2000000000000004}",538.1999999999549,291
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 0.7000000000000002}",534.5999999998305,333
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 0.9000000000000001}",516.600000000081,310
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 0.30000000000000004}",472.7999999999804,505
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.8000000000000005}",466.8000000000595,264
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 0.2}",434.99999999985516,429
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 2.000000000000001}",395.40000000002124,225
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.1000000000000003}",383.99999999991167,306
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.5000000000000004}",375.5999999999848,270
"{""perditaMassima"": 0.4000000000000001, ""vincitaMassima"": 0.2}",368.9999999999262,500
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.4000000000000004}",308.99999999998545,263
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.8000000000000005}",306.00000000012005,252
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.1000000000000003}",241.19999999992262,287
"{""perditaMassima"": 2.400000000000001, ""vincitaMassima"": 1.4000000000000004}",239.39999999999714,285
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.5000000000000004}",238.2000000000511,280
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.0000000000000002}",230.39999999999748,310
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 0.30000000000000004}",183.00000000003467,471
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.3000000000000003}",163.2000000000612,279
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 0.8000000000000003}",119.40000000003101,297
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 0.8000000000000003}",89.40000000005239,297
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.4000000000000004}",31.800000000084992,259
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.3000000000000003}",23.400000000098203,271
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.2000000000000004}",14.99999999987665,275
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 0.9000000000000001}",9.600000000040268,288
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.0000000000000002}",-18.59999999994716,299
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.2000000000000004}",-20.400000000081832,288
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.1000000000000003}",-29.400000000099226,283
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.3000000000000003}",-38.99999999998886,259
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.1000000000000003}",-60.000000000016826,283
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.9000000000000006}",-90.59999999992499,233
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.2000000000000004}",-114.00000000002069,278
"{""perditaMassima"": 0.5000000000000001, ""vincitaMassima"": 0.2}",-128.40000000003675,468
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 0.7000000000000002}",-149.40000000009275,303
"{""perditaMassima"": 0.6000000000000001, ""vincitaMassima"": 0.2}",-193.80000000000024,467
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 0.9000000000000001}",-245.40000000000407,272
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 0.9000000000000001}",-265.19999999998686,274
"{""perditaMassima"": 2.500000000000001, ""vincitaMassima"": 1.1000000000000003}",-272.4000000000525,286
"{""perditaMassima"": 2.9000000000000012, ""vincitaMassima"": 1.0000000000000002}",-296.40000000003386,274
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.9000000000000006}",-409.19999999993877,253
"{""perditaMassima"": 2.700000000000001, ""vincitaMassima"": 1.1000000000000003}",-632.3999999999968,252
"{""perditaMassima"": 2.600000000000001, ""vincitaMassima"": 1.0000000000000002}",-714.5999999999751,242
"{""perditaMassima"": 2.800000000000001, ""vincitaMassima"": 1.0000000000000002}",-718.200000000044,257
